id;title;author;authorId;description;img;longitude;latitude;begin;ending;category;subcategories
2156;Casa Museo Lope de Vega;DemoEM;2156;"'Mi casilla, mi quietud, mi g&uuml;ertecillo y estudio'. Así define su casa Félix Lope de Vega (1562-1635) en una carta dirigida a un amigo. Situada en pleno centro histórico, en el Barrio de las Letras, la Casa Museo Lope de Vega se ubica en e";;-3.6974741545860015;40.414358466555235;;;Museums;Museos
2157;Casita - Museo del Ratón Pérez;DemoEM;2157;La residencia de la familia Pérez está situada en los sótanos de la confitería Prasi, en el número ocho de la calle del Arenal, según cita Luis Coloma.;;-3.7055288844865233;40.41704834412296;;;Museums;Museos
2158;Castillo de la Alameda;DemoEM;2158;El Castillo de la Alameda o de Barajas se trata de uno de los escasos vestigios de la arquitectura militar del pasado siglo XV y uno de los pocos castillos que ha sobrevivido al paso del tiempo. Bajo él y su entorno, existen restos de asentamie;;-3.5932903820278788;40.45835460563491;;;Museums;MonumentosEdificiosArtisticos
2159;Casón del Buen Retiro. Museo Nacional del Prado, Centro de Estudios;DemoEM;2159;Edificio que forma parte del Museo Nacional del Prado, donde pueden consultarse fondos de la Biblioteca, del Archivo y del Servicio de Documentación de la colección del Museo y de otras fuentes relativas a la historia del arte.;;-3.689232811717636;40.415263749471535;;;Museums;MonumentosEdificiosArtisticos
2160;Centro Cultural La Corrala. Museo de Artes y Tradiciones Populares;DemoEM;2160;Edificio que forma parte del Museo Nacional del Prado, donde pueden consultarse fondos de la Biblioteca, del Archivo y del Servicio de Documentación de la colección del Museo y de otras fuentes relativas a la historia del arte.;;-3.708330456274069;40.40882397197274;;;Museums;Museos
2161;Centro Social y Cultural La Casa Encendida;DemoEM;2161;Edificio de carácter monumental. De estilo neomudéjar, fue diseñado por el arquitecto Fernando Arbós e inaugurado en el año 1913. Cuenta con más de 6000 metros cuadrados de instalaciones divididas en 4 plantas y una azotea.;;-3.699779793558763;40.40595710517701;;;Museums;MonumentosEdificiosArtisticos
2162;Ermita de San Antonio de la Florida (Museo);DemoEM;2162;Ermita dedicada a San Antonio de Padua y pequeño museo. Las pinturas murales que la decoran son de Francisco de Goya. Alberga los restos mortales del artista desde 1919. Para preservar sus pinturas, en 1929 se trasladó el culto a una ermita gem;;-3.725725718176111;40.425256682855846;;;Museums;MonumentosEdificiosArtisticos
2163;Espacio Fundación Telefónica;DemoEM;2163;Ermita dedicada a San Antonio de Padua y pequeño museo. Las pinturas murales que la decoran son de Francisco de Goya. Alberga los restos mortales del artista desde 1919. Para preservar sus pinturas, en 1929 se trasladó el culto a una ermita gem;;-3.7016034186955076;40.42041458612889;;;Museums;Museos
2164;Fundación AMYC (Arte Moderno y Contemporáneo). Casa Museo Fuente del Rey;DemoEM;2164;Ermita dedicada a San Antonio de Padua y pequeño museo. Las pinturas murales que la decoran son de Francisco de Goya. Alberga los restos mortales del artista desde 1919. Para preservar sus pinturas, en 1929 se trasladó el culto a una ermita gem;;-3.7705836264842576;40.45546180290319;;;Museums;FundacionesCulturales
2165;Museo ABC;DemoEM;2165;Centro de arte, dibujo e ilustración.;;-3.709539260414957;40.42741121610518;;;Museums;Museos
