0,1566,5
0,1559,4
0,1610,4
0,1595,5
0,1529,4
0,1585,5
0,1568,5
0,1571,4
0,1291,4
0,1515,4
0,1295,4
0,1520,5
0,1596,5
0,1363,4
0,1541,5
0,1577,5
0,1513,5
0,1562,4
0,1613,5
0,1484,4
0,1573,5
0,1290,4
0,1351,5
0,1298,4
0,1475,5
0,1589,5
0,1514,4
0,1591,4
0,1563,5
0,1503,5
0,1338,4
0,1318,4
0,1511,4
0,1479,5
0,1203,5
0,1530,4
0,1604,5
0,1229,4
0,1550,4
0,1626,5
0,1522,5
0,1542,4
0,1478,4
0,1620,5
0,1327,4
0,1567,5
0,1575,4
0,1523,4
0,1543,4
0,1489,5
0,1297,4
0,1600,4
0,1565,5
0,1368,5
0,1617,5
0,1558,5
0,1479,4
0,1524,4
0,1559,4
0,1393,4
0,1297,4
0,1493,4
0,1539,4
0,1495,4
0,1290,5
0,1553,5
0,1594,4
0,1622,5
0,1633,5
0,1490,4
0,1316,4
0,1627,5
0,1521,4
0,1570,4
0,1214,5
0,1318,4
0,1491,5
0,1623,4
0,1447,5
0,1507,4
0,1345,5
0,1384,5
0,1527,4
0,1475,5
0,1484,5
0,1336,4
0,1391,4
0,1503,4
0,1476,5
0,1203,4
0,1540,4
0,1488,4
0,1514,5
0,1317,4
0,1555,5
0,1620,4
0,1197,4
0,1526,4
0,1300,4
0,1611,4
0,1344,4
0,1322,5
0,1593,4
0,1544,5
0,1529,4
0,1538,5
0,1352,5
0,1583,5
0,1477,5
0,1511,5
0,1346,4
0,1574,4
0,1638,4
0,1548,4
0,1278,4
0,1499,4
0,935,4
0,947,4
0,141,5
0,764,4
0,119,5
0,38,4
0,845,4
0,438,5
0,278,5
0,741,4
0,129,4
0,592,4
0,235,5
0,317,4
0,412,4
0,996,4
0,238,4
0,438,4
0,536,4
0,678,5
0,316,5
0,243,4
0,935,5
0,764,5
0,947,4
0,528,5
0,317,5
0,426,4
0,109,5
0,129,4
0,412,4
0,305,5
0,741,5
0,278,5
0,504,5
0,139,5
0,438,4
0,260,5
0,378,5
0,526,4
0,990,4
