id;title;author;authorId;description;img;longitude;latitude;begin;ending;category;subcategories
0;2º Filandón de Pacífico;DemoEM;0;;;-3.6772826298329093;40.402190438836826;2021-11-18T19:00:00.0Z;2021-11-18T23:59:00.0Z;Leisure;ConferenciasColoquios
1;35º Certamen coreográfico de Madrid;DemoEM;1;;;-3.710182353581842;40.42802889001877;2021-12-08T00:00:00.0Z;2021-12-12T23:59:00.0Z;Leisure;DanzaBaile
2;3. Concierto Clásico;DemoEM;2;Atlántida Chamber Orchestra    (Lis String Sextet)    Dirige: Manuel Tévar.  Programa:   W. A. MOZART  Pequeña serenata nocturna:1. Allegro2. Andante3. Minueto4. Rondo Allegro  AMY BEACH  Quinteto op 80 Tema y variaciones.  Flauta y cuarteto de;;-3.606140062044455;40.38281899948726;2021-11-13T18:00:00.0Z;2021-11-13T23:59:00.0Z;Leisure;Musica
3;4. Concierto Romántico;DemoEM;3;Atlántida Chamber Orchestra    Dirige: Manuel Tévar.  Programa:   GRIEG  (Peer Gynt op. 46.)  BIZET  (Suite Carmen)  MASSENET  (Meditación de Thais)  BRITTEN  (Sentimental Sarabanda)  TCHAIKOVSKY  (Valse serenata cuerdas op. 48.)  MASCAGNI  (Ca;;-3.606140062044455;40.38281899948726;2021-11-27T18:00:00.0Z;2021-11-27T23:59:00.0Z;Leisure;Musica
4;50 años en 50 Fotos;DemoEM;4;Exposición fotografías. Una mirada retrospectiva a la trayectoria artística de Doña Susana Gómez Martín, en 50 imágenes que reflejan la evolución de la artista madrileña, nacida en Aluche, inmortalizando paisajes, rostros e instantes únicos vin;;-3.761911556533903;40.38513183038149;2021-11-11T00:00:00.0Z;2021-11-28T23:59:00.0Z;Leisure;Exposiciones
5;70º Aniversario de la Anexión de Vicálvaro a Madrid (20 de octubre de 1951): El proceso de anexión de Vicálvaro a Madrid;DemoEM;5;Organiza Asociación Histórica 'Vicus Albus';;-3.6086161200017157;40.405292721436055;2021-11-17T19:00:00.0Z;2021-11-17T23:59:00.0Z;Leisure;ConferenciasColoquios
6;88 Salón de Otoño;DemoEM;6;;;-3.6840615387926956;40.41906024374356;2021-10-28T00:00:00.0Z;2021-11-28T23:59:00.0Z;Leisure;Exposiciones
7;A Christmas Carol -;DemoEM;7;;;-3.6976620067964996;40.46903299144094;2021-12-04T19:00:00.0Z;2021-12-04T23:59:00.0Z;Leisure;1ciudad21distritos
8;A Compás;DemoEM;8;MONCLOA A RITMO DE FLAMENCO   MARÍA MEZCLE   'A Compás'   Ficha Artística:  Cante: María Mezcle Guitarra: Joni Jiménez Palmas: Ali de La Tota y Manuel Salado María es una artista necesaria para el Flamenco. Es cantaora, autora, compositora y pr;;-3.7188765163188293;40.435209393826675;2021-11-20T19:00:00.0Z;2021-11-20T23:59:00.0Z;Leisure;Flamenco
9;A Compas;DemoEM;9;MONCLOA A RITMO DE FLAMENCO     MARÍA MEZCLE  'A Compás'   Ficha Artística:  Cante: María Mezcle Guitarra: Joni Jiménez Palmas: Ali de La Tota y Manuel Salado María es una artista necesaria para el Flamenco. Es cantaora, autora, compositora y p;;-3.7188765163188293;40.435209393826675;2021-11-20T19:00:00.0Z;2021-11-20T23:59:00.0Z;Leisure;None
10;A Kali Canto;DemoEM;10;CLAUSURA MONCLOA A RITMO DE JAZZ   TINO DI GERALDO presenta    A KALI CANTO con Melón Jiménez y Lara Wong         Formación:  Percusión: Tino Di Geraldo Guitarra: Melón Jiménez Flautas y vientos: Lara Wong El confinamiento hizo que el maestro p;;-3.7188765163188293;40.435209393826675;2021-11-27T19:00:00.0Z;2021-11-27T23:59:00.0Z;Leisure;Flamenco
11;A nuestro aire;DemoEM;11;;;-3.6556073868098493;40.393612303425975;2021-11-19T19:00:00.0Z;2021-11-19T23:59:00.0Z;Leisure;DanzaBaile
12;A su servicio;DemoEM;12;;;-3.7107515747822353;40.38241253009179;2021-11-14T12:00:00.0Z;2021-11-14T23:59:00.0Z;Leisure;CircoMagia
13;A su servicio;DemoEM;13;;;-3.701141063083806;40.366768324753416;2021-11-13T12:00:00.0Z;2021-11-13T23:59:00.0Z;Leisure;CircoMagia
14;A tope con el móvil: nivel medio;DemoEM;14;¿Quieres aprender a usar las funciones y aplicaciones de tu móvil? Empodérate y pasa un buen rato junto a otras mujeres, sacándole el mayor rendimiento a este aparato. Importante traer móvil Smartphone. Miércoles 17 y 24 de noviembre de 12 a 13;;-3.6069161377213526;40.449003967549075;2021-11-17T12:00:00.0Z;2021-11-24T23:59:00.0Z;Leisure;EnLinea
15;Activadas para el empleo;DemoEM;15;Ven los MARTES a nuestro grupo de empleo y emprendimiento 'Activadas' ¿Estás en búsqueda de empleo? ¿Quieres cambiar de trabajo, formarte o reciclarte? ¿Quieres emprender y no sabes por dónde empezar? Descubre que no estás sola y apúntate a nue;;-3.6501714580414126;40.46155641637237;2021-11-16T11:00:00.0Z;2021-11-30T23:59:00.0Z;Leisure;CursosTalleres
16;Actividad para concienciar sobre la problemática en la juventud y los juegos on line;DemoEM;16;;;-3.5936877657335935;40.460622835379624;2021-11-18T18:00:00.0Z;2021-11-18T23:59:00.0Z;Leisure;ConferenciasColoquios
17;Actividades de ocio para niños y niñas;DemoEM;17;Horario: 11 a 14 h. y de 16 a 18 h. Taller creativo, circuito de minimotos y tiro con arco.   El taller creativo es una actividad que desarrolla la creatividad y la imaginación, además de desarrollar la psicomotricidad fina. Manualidades divert;;-3.6772826298329093;40.402190438836826;2021-11-20T11:00:00.0Z;2021-11-20T23:59:00.0Z;Leisure;ActividadesDeportivas
18;Actividades del día contra la violencia de género;DemoEM;18;Lugar: Paseo Federico García Lorca;;0;0;2021-11-25T18:00:00.0Z;2021-11-25T23:59:00.0Z;Leisure;None
19;Acto sobre la Migración;DemoEM;19;;;-3.5936877657335935;40.460622835379624;2021-11-11T19:00:00.0Z;2021-11-11T23:59:00.0Z;Leisure;ConferenciasColoquios
20;Adel;DemoEM;20;;;-3.621741078700336;40.42027705095574;2021-11-14T12:00:00.0Z;2021-11-14T23:59:00.0Z;Leisure;TeatroPerformance
21;Africa moment;DemoEM;21;;;-3.697247685884226;40.39241374953321;2021-11-24T00:00:00.0Z;2021-11-28T23:59:00.0Z;Leisure;DanzaBaile
22;Aftermath Blues Band;DemoEM;22;;;-3.611362970564875;40.43664778776818;2021-11-27T19:00:00.0Z;2021-11-27T23:59:00.0Z;Leisure;Musica
23;Agrupación musical 20 a tocar;DemoEM;23;;;-3.6914252404682903;40.379565707685856;2021-11-20T12:00:00.0Z;2021-11-20T23:59:00.0Z;Leisure;ActividadesCalleArteUrbano
24;Agrupación Señor Serrano. 'OLYMPUS KIDS';DemoEM;24;;;-3.710182353581842;40.42802889001877;2021-12-15T00:00:00.0Z;2021-12-19T23:59:00.0Z;Leisure;ProgramacionDestacadaAgendaCultura
25;Al compás de Dobemol;DemoEM;25;;;-3.6958072892892155;40.391054868587204;2021-09-21T00:00:00.0Z;2021-12-22T23:59:00.0Z;Leisure;None
26;Al sol de corazón, las criaturas crecen;DemoEM;26;;;-3.5980969888187393;40.448428925762634;2021-11-21T12:00:00.0Z;2021-11-21T23:59:00.0Z;Leisure;TeatroPerformance
27;Al son de los palillos;DemoEM;27;Espectáculo de baile español, clásico y flamenco a cargo de la compañía Azalea.  Para todos los públicos.;;-3.664855511110751;40.42938854032785;2021-11-27T18:00:00.0Z;2021-11-27T23:59:00.0Z;Leisure;TeatroPerformance
28;Alba Careta Group;DemoEM;28;Una música sometida a un cambio permanente, en crecimiento constante... esa es la definición más atinada que se puede dar del jazz. Cuando los clásicos y la tradición son revisados por algunos intérpretes jóvenes, la creación se renueva, queda ;;-3.692206111679657;40.419011767401095;2021-11-11T19:00:00.0Z;2021-11-11T23:59:00.0Z;Leisure;ProgramacionDestacadaAgendaCultura
29;Alegría Station;DemoEM;29;;;-3.697247685884226;40.39241374953321;2022-01-27T00:00:00.0Z;2022-02-20T23:59:00.0Z;Leisure;ProgramacionDestacadaAgendaCultura
30;Alfabetización digital;DemoEM;30;En este taller conocerás y aprenderás a manejar tareas básicas que te permitan mejorar tus competencias digitales. Conocerás los principales componentes del ordenador, el manejo del ratón, la creación de carpetas, así como las principales funci;;-3.668092320219012;40.40254931370529;2021-11-04T11:00:00.0Z;2021-11-30T23:59:00.0Z;Leisure;CursosTalleres
31;Alice Wonder;DemoEM;31;;;-3.698601359753866;40.40596423138839;2022-01-28T20:00:00.0Z;2022-01-28T23:59:00.0Z;Leisure;Musica
32;Alicia Ramos;DemoEM;32;Jornadas día internacional de la eliminación de la violencia contra la mujer distrito de Latina. Monólogo musical con esta cantautora canaria, que forma parte del colectivo 'Arte Muhé', proyecto artístico multidisciplinar cuyo objetivo es visib;;-3.7327010920242043;40.40647389284976;2021-11-26T19:00:00.0Z;2021-11-26T23:59:00.0Z;Leisure;Musica
33;All4gospel presenta Gospel4kids;DemoEM;33;;;-3.6899208519663427;40.424926347610764;2021-12-04T17:30:00.0Z;2021-12-12T23:59:00.0Z;Leisure;ProgramacionDestacadaAgendaCultura
34;Aló;DemoEM;34;;;-3.6229095774784765;40.37762362093048;2021-11-27T19:00:00.0Z;2021-11-27T23:59:00.0Z;Leisure;TeatroPerformance
35;Alquiler de bicicletas;DemoEM;35;;;-3.6958072892892155;40.391054868587204;2021-07-22T00:00:00.0Z;2021-12-31T23:59:00.0Z;Leisure;None
36;Amigos del barrio.;DemoEM;36;Este cuarteto de excelentes músicos profesionales nos presenta un repertorio de canciones conocidas de ambos lados del Atlántico.Canciones que forman parte de la banda sonora de nuestra vida, con arreglos que fusionan la música cubana y español;;-3.665799020694628;40.47960826297022;2021-11-26T19:00:00.0Z;2021-11-26T23:59:00.0Z;Leisure;Musica
37;Ancestras;DemoEM;37;;;-3.6129105844633775;40.44477474902185;2021-11-28T19:00:00.0Z;2021-11-28T23:59:00.0Z;Leisure;TeatroPerformance
38;Angry Birds 2;DemoEM;38;Cine Infantil. Género: Aventuras Reparto: Animación.  Sinopsis: Vuelven a la carga Red, el pájaro de color rojo con problemas de mal genio, y sus amigos Chuck, el pájaro amarillo hiperactivo, y Bomb, el pájaro negro muy volátil. En esta segunda;;-3.646536107063507;40.40609591857167;2021-11-27T12:00:00.0Z;2021-11-27T23:59:00.0Z;Leisure;CineActividadesAudiovisuales
39;Animario 2021;DemoEM;39;;;-3.6958072892892155;40.391054868587204;2021-11-10T00:00:00.0Z;2021-11-21T23:59:00.0Z;Leisure;None
40;Annette;DemoEM;40;;;-3.6129105844633775;40.44477474902185;2021-11-13T19:00:00.0Z;2021-11-13T23:59:00.0Z;Leisure;CineActividadesAudiovisuales
41;Aprende a manejar el móvil sin agobio;DemoEM;41;Los móviles forman parte de nuestro día a día, por eso conocer la mejor forma para manejarlos y sacarles todo el partido es fundamental. Vente a este taller con tu smartphone y aprenderás a manejarlo y entenderlo sin agobios.Los miércoles a las;;-3.6538891267077664;40.41087442118042;2021-11-03T11:00:00.0Z;2021-11-24T23:59:00.0Z;Leisure;CursosTalleres
42;Aprendiendo a utilizar mi teléfono móvil desde cero;DemoEM;42;¿Quieres aprender a usar tu teléfono móvil?  En este taller aprenderemos desde cero en un espacio libre de prejuicios donde se respetará el proceso de cada una para aprender este extraño cachivache.  Miércoles 3 y 10 de noviembre de 12 a 13:30h;;-3.6069161377213526;40.449003967549075;2021-11-03T12:00:00.0Z;2021-11-10T23:59:00.0Z;Leisure;EnLinea
43;Árbol genea-lógico;DemoEM;43;;;-3.6292874542291638;40.44774002225867;2021-10-02T00:00:00.0Z;2021-12-18T23:59:00.0Z;Leisure;CursosTalleres
44;Ariel Rot y Kiko Veneno;DemoEM;44;;;-3.698601359753866;40.40596423138839;2022-02-04T20:00:00.0Z;2022-02-04T23:59:00.0Z;Leisure;Musica
45;Arigato cuento que te canto.;DemoEM;45;;;-3.741639735552097;40.37690319217392;2021-11-21T12:00:00.0Z;2021-11-21T23:59:00.0Z;Leisure;1ciudad21distritos
46;Around the world - Puente de Vallecas;DemoEM;46;;;-3.6976620067964996;40.46903299144094;2021-12-04T12:30:00.0Z;2021-12-04T23:59:00.0Z;Leisure;1ciudad21distritos
47;Arte  en la calle;DemoEM;47;Muestra artística en la calle. Lugar: Avenida de Moratalaz, 121. Plaza del Arte (Junto a la Lonja de Moratalaz).;;0;0;2021-11-14T11:00:00.0Z;2021-11-14T23:59:00.0Z;Leisure;Exposiciones
48;Arte a Go-Gó;DemoEM;48;;;-3.6958072892892155;40.391054868587204;2021-10-17T00:00:00.0Z;2021-12-12T23:59:00.0Z;Leisure;None
49;Arte en la calle;DemoEM;49;;;-3.572741163820915;40.446818592300296;2021-11-01T00:00:00.0Z;2021-11-30T23:59:00.0Z;Leisure;Exposiciones
50;Arte en Madrid 2021;DemoEM;50;;;-3.621741078700336;40.42027705095574;2021-09-27T00:00:00.0Z;2021-11-19T23:59:00.0Z;Leisure;Exposiciones
51;Artefactos robóticos;DemoEM;51;;;-3.6292874542291638;40.44774002225867;2021-12-04T00:00:00.0Z;2021-12-05T23:59:00.0Z;Leisure;CursosTalleres
52;ArteMadrid;DemoEM;52;;;-3.710182353581842;40.42802889001877;2022-01-13T19:30:00.0Z;2022-06-09T23:59:00.0Z;Leisure;ProgramacionDestacadaAgendaCultura
53;ArteMujer. Inauguración Exposición de fotografía 'Sanando en red';DemoEM;53;Con motivo del 25N, Día Internacional de la Eliminación de la Violencia contra las Mujeres, la red municipal de Espacios de Igualdad nos unimos para crear una exposición fotográfica en el marco del proyecto transversal 'Empoderar-T'. A través d;;-3.6700689174427326;40.46088981165102;2021-11-23T17:30:00.0Z;2021-11-23T23:59:00.0Z;Leisure;Exposiciones
54;Artesanas unidas frente a la violencia machista;DemoEM;54;;;-3.6700689174427326;40.46088981165102;2021-11-25T18:00:00.0Z;2021-11-25T23:59:00.0Z;Leisure;None
55;Arteterapia para adultos;DemoEM;55;;;-3.6958072892892155;40.391054868587204;2021-10-20T00:00:00.0Z;2022-06-21T23:59:00.0Z;Leisure;None
56;Asesoría informática;DemoEM;56;Servicio de atención individual. Si tienes dudas básicas de informática y sobre el uso de tu móvil, tableta o tu ordenador, contacta con nosotras y te ayudaremos.Todos los lunes de 16 a 17 h. Imprescindible solicitar cita previa.;;-3.6501714580414126;40.46155641637237;2021-11-08T16:00:00.0Z;2021-11-29T23:59:00.0Z;Leisure;CursosTalleres
57;Asesoría informática: resuelve tus dudas;DemoEM;57;En el Espacio de Igualdad Gloria Fuertes queremos seguir facilitando la capacitación individual con las Tics. ¿Tienes dudas concretas sobre procesos que antes sabías hacer y no recuerdas? ¿Se te complica algún paso esencial ahora que tenemos co;;-3.6072257008596313;40.40274516135535;2021-11-02T09:30:00.0Z;2021-11-30T23:59:00.0Z;Leisure;CursosTalleres
58;Asociaciación Cultural Ocio y Creación: 'Isabela y el destino';DemoEM;58;;;-3.587638001688095;40.45531140556268;2021-11-20T12:30:00.0Z;2021-11-20T23:59:00.0Z;Leisure;TeatroPerformance
59;Audición de guitarra y piano;DemoEM;59;A cargo del Centro Musical 'Grappelli'.;;-3.775144917950534;40.399764677637116;2021-11-27T12:00:00.0Z;2021-11-27T23:59:00.0Z;Leisure;Musica
60;Aula abierta de informática;DemoEM;60;Si necesitas utilizar un ordenador para temas laborales o de cualquier otra índole puedes asistir CON CITA PREVIA el servicio del aula abierta de informática. IMPRESCINDIBLE PEDIR CITA PREVIA POR CUESTIÓN DE AFORO.;;-3.7143358486689415;40.433958260960964;2021-11-02T09:00:00.0Z;2021-11-30T23:59:00.0Z;Leisure;CursosTalleres
61;Aula de empleo;DemoEM;61;Espacio destinado a mujeres que se encuentren en búsqueda activa de empleo. En el aula de ordenadores del C.C. El Torito buscaremos y compartiremos ofertas de empleo con el apoyo de la orientadora laboral del espacio, recibiendo asesoramiento a;;-3.6538891267077664;40.41087442118042;2021-11-08T10:00:00.0Z;2021-11-29T23:59:00.0Z;Leisure;CursosTalleres
62;Aula de empleo;DemoEM;62;¿Estás en búsqueda de empleo y quieres formar parte de un grupo de mujeres en tu misma situación? Nos reuniremos una vez por semana para compartir ofertas de empleo, aprender a buscar trabajo con el ordenador, elaborar un CV atractivo, conocer ;;-3.7149416291006703;40.3497106325215;2021-11-03T10:00:00.0Z;2021-11-24T23:59:00.0Z;Leisure;EnLinea
63;Aula digital Hedy Lamarr;DemoEM;63;¿Necesitas orientación para buscar trabajo por Internet? ¿Quieres aprender cómo hacer tu currículum? ¿Precisas enviar tu currículum y no sabes cómo? ¿Quieres operar con el teléfono móvil para la búsqueda de empleo? Te ofrecemos un aula digital ;;-3.691508909255186;40.35087114162283;2021-11-23T10:30:00.0Z;2021-11-23T23:59:00.0Z;Leisure;EnLinea
64;Aula digital: empoderamiento digital;DemoEM;64;Las 'nuevas' tecnologías han venido para quedarse. La situación sanitaria y social que estamos viviendo hace que las nuevas tecnologías sean cada vez más necesarias para poder relacionarnos con el mundo y para llevar a cabo tareas básicas que f;;-3.7149416291006703;40.3497106325215;2021-11-05T09:30:00.0Z;2021-11-26T23:59:00.0Z;Leisure;CursosTalleres
65;Aula Digital: mujer emancipada, mujer empoderada;DemoEM;65;¿Te imponen las pantallas? ¿Alguna vez te habría gustado hacer algo con herramientas tecnológicas sin necesitar pedir ayuda? Abrimos un espacio de encuentro para poder trabajar todos aquellos aspectos relacionados con las tecnologías que te res;;-3.592395079190456;40.473659104975354;2021-11-02T12:00:00.0Z;2021-11-16T23:59:00.0Z;Leisure;EnLinea
66;Ausencias;DemoEM;66;;;-3.710539712535917;40.45749513485957;2021-11-17T00:00:00.0Z;2021-12-17T23:59:00.0Z;Leisure;None
67;Autocuidado a través del movimiento;DemoEM;67;El cuerpo acumula tensiones y malestares, se expresa. Para dejarle estar y procurarle cuidados y bienestar, te proponemos este grupo de Autocuidado. Podrás aumentar tu bienestar físico y aceptar las posibilidades de tu cuerpo.  Imparte Natalia ;;-3.6700689174427326;40.46088981165102;2021-11-01T19:00:00.0Z;2021-11-22T23:59:00.0Z;Leisure;EnLinea
68;Autocuidado a través del movimiento;DemoEM;68;En este taller nos proponemos bucear en nuestro propio cuerpo, reconociendo las tensiones, modificando hábitos posturales, mejorando el proceso respiratorio y sobre todo buscando el bienestar a través del autoconocimiento.Aprenderemos el 'Botiq;;-3.668092320219012;40.40254931370529;2021-11-05T10:00:00.0Z;2021-11-26T23:59:00.0Z;Leisure;CursosTalleres
69;Autoempleo;DemoEM;69;Talleres dirigidos a mujeres que quieran desarrollar una idea de negocio, en los que se les facilitará una formación en emprendimiento, modelo de negocio, plan de empresa, etc.  Todos los martes de noviembre de 10:30 a 12:30 horas.;;-3.7037047897267947;40.45012255255781;2021-11-02T10:30:00.0Z;2021-11-30T23:59:00.0Z;Leisure;EnLinea
70;Autoempleo;DemoEM;70;¿Tienes una idea de negocio y no sabes cómo hacerla real? ¿Quieres conocer las opciones de emprendimiento?En estas sesiones, junto con la colaboración de Nantik Lum, te acompañaremos y formaremos, para que mediante el autoempleo, puedas dirigir;;-3.6534806246311913;40.442311100791215;2021-11-04T18:30:00.0Z;2021-12-09T23:59:00.0Z;Leisure;CursosTalleres
71;Babadook;DemoEM;71;;;-3.710182353581842;40.42802889001877;2021-12-01T00:00:00.0Z;2021-12-01T23:59:00.0Z;Leisure;ProgramacionDestacadaAgendaCultura
72;Baeza &amp, Guinea Jazz;DemoEM;72;MÚSICA   BAEZA &amp,amp, GUINEA JAZZ     Formación:  Natalia Baeza, voz Quique Guinea, guitarra Marcel Mihok, contrabajo Proponen un repertorio basado en esas melodías que les han impulsado a dedicarse a la música, donde la libertad creativa e ;;-3.7195669111891703;40.46678159096302;2021-11-19T18:00:00.0Z;2021-11-19T23:59:00.0Z;Leisure;CuentacuentosTiteresMarionetas
73;Baeza &amp, Guinea Trio;DemoEM;73;MÚSICA   BAEZA &amp,amp, GUINEA JAZZ       Formación:  Natalia Baeza, voz Quique Guinea, guitarra Marcel Mihok, contrabajo Proponen un repertorio basado en esas melodías que les han impulsado a dedicarse a la música, donde la libertad creativa ;;-3.7195669111891703;40.46678159096302;2021-11-19T19:00:00.0Z;2021-11-19T23:59:00.0Z;Leisure;Flamenco
74;Bailar, recordar, resistir;DemoEM;74;;;-3.710182353581842;40.42802889001877;2022-02-12T18:00:00.0Z;2022-02-12T23:59:00.0Z;Leisure;CursosTalleres
75;Banda de la Escuela de música Maestro Barbieri;DemoEM;75;;;-3.7107515747822353;40.38241253009179;2021-11-26T18:00:00.0Z;2021-11-26T23:59:00.0Z;Leisure;Musica
76;Banda de música de Moratalaz;DemoEM;76;Concierto de música. Director: Carlos Aguado Aguado;;-3.646536107063507;40.40609591857167;2021-11-20T11:30:00.0Z;2021-11-20T23:59:00.0Z;Leisure;Musica
77;Banda de música de Vallecas;DemoEM;77;Concierto Santa Cecilia.;;0;0;2021-11-27T13:00:00.0Z;2021-11-27T23:59:00.0Z;Leisure;ActividadesCalleArteUrbano
78;Banda de música Trovada;DemoEM;78;;;0;0;2021-11-13T13:00:00.0Z;2021-11-13T23:59:00.0Z;Leisure;ActividadesCalleArteUrbano
79;Banda Sinfónica Municipal. Concierto de 16 de noviembre de 2021;DemoEM;79;;;-3.699161734460963;40.41248873703834;2021-11-16T19:30:00.0Z;2021-11-16T23:59:00.0Z;Leisure;Musica
80;Banda Sinfónica Municipal. Concierto de 22 de noviembre de 2021. Extraordinario Festival de Jazz;DemoEM;80;;;-3.699161734460963;40.41248873703834;2021-11-22T19:30:00.0Z;2021-11-22T23:59:00.0Z;Leisure;Musica
81;Benedicta Televisión;DemoEM;81;;;-3.7081679144829076;40.36968950845358;2021-11-19T18:30:00.0Z;2021-11-19T23:59:00.0Z;Leisure;TeatroPerformance
82;Biblioajedrez;DemoEM;82;;;-3.7664885474841556;40.397074625115906;2021-10-04T18:00:00.0Z;2022-05-30T23:59:00.0Z;Leisure;CursosTalleres
83;BiblioScape;DemoEM;83;Atenciön: aforo completo.;;-3.5937461811785347;40.46055947228695;2021-11-15T18:00:00.0Z;2021-11-15T23:59:00.0Z;Leisure;CursosTalleres
84;Biblioteca Carmen de la Cruz;DemoEM;84;Volvemos a abrir la Biblioteca Carmen de la Cruz. Si quieres venir un ratito a leer o buscar un libro para llevarte a casa llámanos y te damos cita al 91 534 53 65 o escribiendo un email a caimujerhm3@madrid.es;;-3.7037047897267947;40.45012255255781;2021-11-02T09:00:00.0Z;2021-11-30T23:59:00.0Z;Leisure;EnLinea
85;Biblioteca La Sal;DemoEM;85;Servicio de préstamos y consulta de libros, revistas, fanzines…sobre género e igualdad, historia del feminismo, maternidades y paternidades, ámbitos de intervención en violencias, propuestas desde los feminismos, etc. Contamos con un amplio fon;;-3.668092320219012;40.40254931370529;2021-11-18T09:00:00.0Z;2021-11-26T23:59:00.0Z;Leisure;EnLinea
86;Big Band Conservatorio Arturo Soria;DemoEM;86;Encuentros Culturales de Portugalete.  Dir: Miguel Sanbartolomé.;;-3.6544210187969433;40.46088953531134;2021-11-11T19:00:00.0Z;2021-11-11T23:59:00.0Z;Leisure;Musica
87;Billy Elliot;DemoEM;87;Director: Stephen Daldry. País: Reino Unido. Año: 2000. Calificación: apta para todos los públicos. Duración: 111 minutos. Género: drama. En 1984, durante una huelga de mineros en el condado de Durham, se suceden los enfrentamientos entre pique;;-3.6955325387824014;40.40207279862862;2021-11-19T17:30:00.0Z;2021-11-19T23:59:00.0Z;Leisure;CineActividadesAudiovisuales
88;Biodanza;DemoEM;88;El taller de biodanza es un taller que integra el trabajo del cuerpo y se estructura en torno a cinco líneas de vivencia: vitalidad, sexualidad, afectividad, creatividad, y trascendencia. El taller se realizará los jueves de 17 a 18 horas. Impr;;-3.6072257008596313;40.40274516135535;2021-11-04T17:00:00.0Z;2021-11-25T23:59:00.0Z;Leisure;CursosTalleres
89;Biodanza;DemoEM;89;Mañanas- jueves de 10:30 a 12:30 h 'Movimiento y arquetipos: Bailando las diosas que habitan en nosotras' a cargo de Mª Jesús de Castro.   Biodanza es una técnica sencilla y profunda que, de manera lúdica, invita a disfrutar del momento present;;-3.6501714580414126;40.46155641637237;2021-11-04T10:30:00.0Z;2021-11-29T23:59:00.0Z;Leisure;CursosTalleres
90;Bloggeras: nosotras contamos;DemoEM;90;¿Quieres proyectar tu creatividad y no sabes cómo? ¿Y no sabes dónde? Te invitamos a seguir construyendo de manera colectiva nuestro Blog, Mujeres: Libertas y sororidad. Una ventana donde compartir cuenta. Anímate a (ciber)caminar. Sábado 13 de;;-3.6700689174427326;40.46088981165102;2021-11-13T11:00:00.0Z;2021-11-13T23:59:00.0Z;Leisure;EnLinea
91;Bordando cuentos;DemoEM;91;;;-3.6292874542291638;40.44774002225867;2021-11-13T12:30:00.0Z;2021-11-14T23:59:00.0Z;Leisure;Fotografia
92;Born in flames;DemoEM;92;;;-3.710182353581842;40.42802889001877;2022-01-12T19:30:00.0Z;2022-01-12T23:59:00.0Z;Leisure;ProgramacionDestacadaAgendaCultura
93;Bossa Jazz Trío;DemoEM;93;Concierto: con Iñaki Arakistain (saxofón, percusión-voz, teclado) Formación compuesta por Iñaki Arakistain, reconocido saxofonista de gran versatilidad musical, Cristina Morales, una de las percusionistas más destacadas de su generación y Gher;;-3.6880070256093758;40.49504564211655;2021-11-11T19:00:00.0Z;2021-11-11T23:59:00.0Z;Leisure;Musica
94;Bossa Jazz Trío;DemoEM;94;;;-3.7000855961559855;40.394522745106734;2021-11-14T12:00:00.0Z;2021-11-14T23:59:00.0Z;Leisure;JazzSoulFunkySwingReagge
95;Brigitte;DemoEM;95;;;-3.691508909255186;40.35087114162283;2021-11-25T19:00:00.0Z;2021-11-25T23:59:00.0Z;Leisure;TeatroPerformance
96;Brux el marciano;DemoEM;96;Sinopsis: Los chicos de la pandilla juegan una tarde más en el bello parque del barrio, con sus patinetes recorren los caminos entros parterres de cesped, pero ven bajar una estrella fugaz que llega hasta la plaza de la fuente. No es una estrel;;-3.6772826298329093;40.402190438836826;2021-11-20T12:00:00.0Z;2021-11-20T23:59:00.0Z;Leisure;ActividadesDeportivas
97;Buenos días estirando;DemoEM;97;Este mes cambiamos de día a los martes. Seguimos ofreciendo un espacio para aquellas que quieren seguir una práctica supervisada de estiramientos, movilidad y tonificación acompañada generando así efectos positivos sobre cuerpo y mente. Los mar;;-3.6538891267077664;40.41087442118042;2021-11-02T10:00:00.0Z;2021-11-30T23:59:00.0Z;Leisure;EnLinea
98;Bulevarte;DemoEM;98;;;0;0;2021-09-01T00:00:00.0Z;2021-11-30T23:59:00.0Z;Leisure;CuentacuentosTiteresMarionetas
99;Burruezo &amp, Nur Camerata;DemoEM;99;Presentan Al Andalus S. XXI     La  Música de las 3 Culturas.  Pedro Burruezo (voz, mondol, percusión), Berna Jones (violín) y Robert Santamaría (kanun), de la mano de Nur Camerata (la Camerata de la Luz), nos proponen un concierto en el que re;;-3.6504253324201104;40.42447060804354;2021-11-13T19:00:00.0Z;2021-11-13T23:59:00.0Z;Leisure;ProgramacionDestacadaAgendaCultura
100;Búsqueda de empleo a través de tablets;DemoEM;100;Las nuevas tecnologías y los dispositivos tecnológicos como el ordenador, tablet, móvil Smartphone, se han convertido en imprescindibles a la hora de buscar empleo. En este taller, vamos a realizar esta búsqueda a través de aplicaciones de plat;;-3.6069161377213526;40.449003967549075;2021-11-18T17:00:00.0Z;2021-11-18T23:59:00.0Z;Leisure;EnLinea
101;Buzones violetas. Proyecto comunitario;DemoEM;101;;;-3.7149416291006703;40.3497106325215;2021-11-23T10:00:00.0Z;2021-11-23T23:59:00.0Z;Leisure;ComemoracionesHomenajes
102;Cabaret magnético;DemoEM;102;;;-3.6602546064905397;40.3735856436473;2021-11-14T19:00:00.0Z;2021-11-14T23:59:00.0Z;Leisure;TeatroPerformance
